"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_narma_20
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 0, 0)",1.0248326693720078
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 0, 0)",1.0385952316301994
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 0, 0)",1.036704522733044
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 0, 1)",1.0236745640517186
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 0, 1)",1.0309512772935874
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 0, 1)",1.02431901754133
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 0, 1)",1.014732583562874
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 0, 2)",1.0125793053060057
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 0, 2)",1.0187652755409349
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 0, 2)",1.0241973547642271
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 0, 2)",1.0240542431546116
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 0, 3)",1.0266429453664905
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 0, 3)",1.025782976265455
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 0, 3)",1.023594329459812
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 0, 3)",1.015296152676776
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 1, 0)",1.0187029222425463
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 1, 0)",1.0021863003343423
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 1, 0)",1.023254056225252
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 1, 0)",1.0387088207830937
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 1, 1)",1.0259820983670975
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 1, 1)",1.0219748722727666
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 1, 1)",1.031957433509029
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 1, 1)",1.0283846196917037
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 1, 2)",1.0381136811031384
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 1, 2)",1.0094494696336307
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 1, 2)",1.0200225953556548
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 1, 2)",1.0362006644386788
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 1, 3)",1.0131782545578265
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 1, 3)",1.016150777493435
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 1, 3)",1.0186962167329796
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 1, 3)",1.0330676069708478
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 2, 0)",1.025060889831766
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 2, 0)",1.0164964039277224
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 2, 0)",1.0445947516036294
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 2, 0)",1.0286597571961928
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 2, 1)",1.0266197906988497
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 2, 1)",1.034796044306582
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 2, 1)",1.0097426802084934
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 2, 1)",1.0252655320664623
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 2, 2)",1.0184663561877356
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 2, 2)",1.0228079214312258
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 2, 2)",1.047751624974745
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 2, 2)",1.0184029097143794
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 2, 3)",1.020034313797392
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 2, 3)",1.033021180657872
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 2, 3)",1.0091991641661793
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 2, 3)",1.023739836340651
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 3, 0)",1.0395987841155223
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 3, 0)",1.0013051044114645
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 3, 0)",1.0257347683110165
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 3, 0)",1.0306486472475511
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 3, 1)",1.0231668095695792
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 3, 1)",1.0085042643374496
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 3, 1)",1.030644501758449
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 3, 1)",1.0442286704631278
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 3, 2)",1.0344411369981
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 3, 2)",0.9998958682579384
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 3, 2)",1.018177020521728
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 3, 2)",1.0330816177687168
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 3, 3)",1.0237600349003133
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 3, 3)",1.0221889316760568
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 3, 3)",1.030559647844725
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 3, 3)",1.037766133179815
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 0, 0)",1.0021190126298924
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 0, 0)",1.0022052437814033
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 0, 0)",1.0021151653420368
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 0, 0)",1.0021464011445953
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 0, 1)",1.00602153225696
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 0, 1)",1.0046082698041652
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 0, 1)",1.0113517781134045
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 0, 1)",1.0084423996011205
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 0, 2)",1.0021190126298924
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 0, 2)",1.0022052437814033
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 0, 2)",1.0021151653420368
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 0, 2)",1.0021464011445953
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 0, 3)",0.9972938869644512
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 0, 3)",0.9980454204862964
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 0, 3)",1.0099904789199607
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 0, 3)",0.9998219324542243
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 1, 0)",1.0246245859417975
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 1, 0)",1.0062907475150789
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 1, 0)",0.9984322349718664
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 1, 0)",1.0227567389393368
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 1, 1)",1.0270734116175924
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 1, 1)",1.0395804077666613
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 1, 1)",1.0219600742693191
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 1, 1)",1.0199781820428468
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 1, 2)",1.0284419223053072
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 1, 2)",1.008559069066455
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 1, 2)",0.9991347500531133
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 1, 2)",1.0218019038604065
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 1, 3)",1.0175371891855791
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 1, 3)",1.0417277160164904
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 1, 3)",1.024026929625095
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 1, 3)",0.9979805875709256
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 2, 0)",1.0021190126298924
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 2, 0)",1.0022052437814033
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 2, 0)",1.0021151653420368
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 2, 0)",1.0021464011445953
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 2, 1)",1.000647658135566
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 2, 1)",1.009834035577457
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 2, 1)",1.013408999105627
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 2, 1)",1.0003849804471063
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 2, 2)",1.0021190126298924
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 2, 2)",1.0022052437814033
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 2, 2)",1.0021151653420368
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 2, 2)",1.0021464011445953
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 2, 3)",1.0010322122129838
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 2, 3)",1.0041033573236449
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 2, 3)",1.0136100859538668
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 2, 3)",1.0098689428927694
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 3, 0)",1.0247086775087897
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 3, 0)",1.0137073308488072
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 3, 0)",1.0043445974538263
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 3, 0)",1.0200324249062058
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 3, 1)",1.0251279725925786
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 3, 1)",1.0297557036945073
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 3, 1)",1.016410460834323
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 3, 1)",1.0234070024301047
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 3, 2)",1.017277270796653
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 3, 2)",1.0047318738618751
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 3, 2)",1.0001016171272394
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 3, 2)",1.0219990879891212
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 3, 3)",1.0285665825351953
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 3, 3)",1.0379438748460863
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 3, 3)",1.0177201817581405
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 3, 3)",1.0276135254044814
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 0, 0)",1.0019859188622209
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 0, 0)",1.0023657374184902
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 0, 0)",1.0021310412779108
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 0, 0)",1.0024022473596748
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 0, 1)",1.032027262546684
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 0, 1)",1.017167153038583
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 0, 1)",1.0205553514548198
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 0, 1)",1.023731200653044
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 0, 2)",1.0019859188622209
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 0, 2)",1.0023657374184902
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 0, 2)",1.0021310412779108
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 0, 2)",1.0024022473596748
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 0, 3)",1.0390081044588328
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 0, 3)",1.0333486797717983
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 0, 3)",1.0120716949271389
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 0, 3)",1.0232781483291546
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 1, 0)",1.0204917102105056
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 1, 0)",1.0281729158197903
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 1, 0)",1.0184901978240708
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 1, 0)",1.020817830902987
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 1, 1)",1.011926726034694
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 1, 1)",1.0123589840580771
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 1, 1)",1.0394422171399822
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 1, 1)",1.0231159457284211
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 1, 2)",1.0217306449397108
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 1, 2)",1.0194772945434252
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 1, 2)",1.0130875738131606
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 1, 2)",1.0166330263448622
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 1, 3)",1.010288509817428
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 1, 3)",1.0175306328993736
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 1, 3)",1.0404196244855115
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 1, 3)",1.0307971257216406
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 2, 0)",1.0019859188622209
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 2, 0)",1.0023657374184902
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 2, 0)",1.0021310412779108
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 2, 0)",1.0024022473596748
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 2, 1)",1.0350199319832878
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 2, 1)",1.0183624929951307
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 2, 1)",1.029731001546856
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 2, 1)",1.0256923233231037
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 2, 2)",1.0019859188622209
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 2, 2)",1.0023657374184902
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 2, 2)",1.0021310412779108
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 2, 2)",1.0024022473596748
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 2, 3)",1.0336975690700447
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 2, 3)",1.0362988575265475
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 2, 3)",1.018327011994259
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 2, 3)",1.0213939649508956
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 3, 0)",1.0123821252122822
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 3, 0)",1.0290713185562748
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 3, 0)",1.0095265783616405
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 3, 0)",1.0220054131622616
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 3, 1)",1.0073838837241569
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 3, 1)",1.0046038793439005
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 3, 1)",1.0442110958035535
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 3, 1)",1.03306885501498
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 3, 2)",1.0102428911950607
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 3, 2)",1.0295707006851411
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 3, 2)",1.017345426106439
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 3, 2)",1.024834294543503
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 3, 3)",1.0161237776934586
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 3, 3)",1.0330481686886068
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 3, 3)",1.032909000937112
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 3, 3)",1.0269341155961875
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 0, 0)",1.0021190126298924
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 0, 0)",1.0022052437814033
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 0, 0)",1.0021151653420368
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 0, 0)",1.0021464011445953
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 0, 1)",0.9987120041705152
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 0, 1)",1.011950945428117
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 0, 1)",1.012467413582902
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 0, 1)",1.004024621766802
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 0, 2)",1.0021190126298924
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 0, 2)",1.0022052437814033
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 0, 2)",1.0021151653420368
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 0, 2)",1.0021464011445953
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 0, 3)",1.0123556084780838
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 0, 3)",0.9943833100822804
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 0, 3)",1.013291033622023
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 0, 3)",1.0020120171825295
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 1, 0)",1.0283413734553042
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 1, 0)",1.0130436071259823
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 1, 0)",0.9978961315389432
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 1, 0)",1.0290012502074164
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 1, 1)",1.013638988010075
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 1, 1)",1.028812607232657
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 1, 1)",1.0131960937821765
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 1, 1)",1.018026282991222
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 1, 2)",1.0188004331810947
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 1, 2)",1.011555857345275
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 1, 2)",1.0001928322663332
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 1, 2)",1.0161828610916026
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 1, 3)",1.0176127941355186
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 1, 3)",1.0354036570955836
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 1, 3)",1.016983801684889
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 1, 3)",1.0190637009152053
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 2, 0)",1.0021190126298924
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 2, 0)",1.0022052437814033
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 2, 0)",1.0021151653420368
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 2, 0)",1.0021464011445953
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 2, 1)",1.0032876657534469
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 2, 1)",1.003228748933993
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 2, 1)",1.0128585793064495
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 2, 1)",0.998873518221459
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 2, 2)",1.0021190126298924
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 2, 2)",1.0022052437814033
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 2, 2)",1.0021151653420368
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 2, 2)",1.0021464011445953
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 2, 3)",1.0015883877382017
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 2, 3)",1.0059559427002778
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 2, 3)",1.012777713196687
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 2, 3)",1.0047078954722837
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 3, 0)",1.0226389286435138
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 3, 0)",1.0074219642459012
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 3, 0)",0.9985943103838372
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 3, 0)",1.017966016358515
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 3, 1)",1.0231147052225638
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 3, 1)",1.028058888157814
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 3, 1)",1.016369350599004
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 3, 1)",1.007613037572058
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 3, 2)",1.0241216206584016
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 2, 3, 2)",1.0049243992520842
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 2, 3, 2)",0.998893353114436
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 2, 3, 2)",1.0153599689548454
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 2, 3, 3)",1.0142115092206292
