"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_narma_20
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 0, 3, 1)",1.0169197423449197
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 0, 3, 1)",1.0329897054499753
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 0, 3, 2)",1.0154665559571514
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 0, 3, 2)",1.0223766270433046
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 0, 3, 2)",1.027892862076751
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 0, 3, 2)",1.0211666490125562
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 0, 3, 3)",1.021923820289706
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 0, 3, 3)",1.0386484930048931
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 0, 3, 3)",1.0287889990732113
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 0, 3, 3)",1.028983475597198
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 0, 0)",1.0135019787324635
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 0, 0)",1.031325754706533
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 0, 0)",1.0306285816726952
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 0, 0)",1.0279640718558976
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 0, 1)",1.0205421252325102
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 0, 1)",1.030292570417272
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 0, 1)",1.0431078240327276
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 0, 1)",1.0242704444244577
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 0, 2)",1.0232054068944385
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 0, 2)",1.0171658874973004
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 0, 2)",1.030686495251624
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 0, 2)",1.04452434937882
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 0, 3)",1.015105471338125
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 0, 3)",1.0162173408231845
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 0, 3)",1.0319535432528073
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 0, 3)",1.038672780227664
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 1, 0)",1.021546630161543
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 1, 0)",1.038674305878362
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 1, 0)",1.00396008310701
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 1, 0)",1.010127977205395
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 1, 1)",1.0093884174425372
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 1, 1)",1.034105836607747
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 1, 1)",1.0135088880733207
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 1, 1)",1.0274592502975075
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 1, 2)",1.015424474862825
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 1, 2)",1.0380290617531092
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 1, 2)",1.02261443038336
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 1, 2)",1.0166902248600949
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 1, 3)",1.0126602278618306
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 1, 3)",1.044163389113935
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 1, 3)",1.0096090961375723
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 1, 3)",1.024374118216112
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 2, 0)",1.0258688004685197
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 2, 0)",1.0290635155073111
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 2, 0)",1.0260152887269915
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 2, 0)",1.0371455827205034
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 2, 1)",1.0252168926355971
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 2, 1)",1.0240567420571405
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 2, 1)",1.0456343319458068
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 2, 1)",1.0311118320329569
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 2, 2)",1.0176042073170737
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 2, 2)",1.0245084731596996
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 2, 2)",1.0240726409535772
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 2, 2)",1.0471986032983602
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 2, 3)",1.025248051269012
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 2, 3)",1.0260875229163156
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 2, 3)",1.0433383548081825
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 2, 3)",1.022018817011079
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 3, 0)",1.0093758701320106
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 3, 0)",1.0448043911527105
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 3, 0)",1.0166564640795994
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 3, 0)",1.0257147749363873
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 3, 1)",1.0107010002371175
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 3, 1)",1.0344179537198306
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 3, 1)",1.0132988097351463
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 3, 1)",1.0264992418808314
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 3, 2)",1.0090401023678133
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 3, 2)",1.031832786207692
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 3, 2)",1.0355405008926124
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 3, 2)",1.0218491240197105
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1, 3, 3)",1.0281265663331909
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 1, 3, 3)",1.0347792303627636
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 1, 3, 3)",0.9962032796951767
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 1, 3, 3)",1.0312318047952134
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 0, 0)",0.2068410367232849
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 0, 0)",0.3499064807568894
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 0, 0)",0.366789427593074
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 0, 0)",0.3688024572746925
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 0, 1)",1.0018865708469933
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 0, 1)",1.0193788893764255
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 0, 1)",1.003762817404287
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 0, 1)",1.0224199788106965
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 0, 2)",0.2095826470810731
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 0, 2)",0.3421064556918201
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 0, 2)",0.3841211898386685
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 0, 2)",0.3782914645676995
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 0, 3)",1.0194582192658532
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 0, 3)",1.0155225079165946
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 0, 3)",1.0161407734078536
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 0, 3)",1.0317503842900158
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 1, 0)",1.0228528458752926
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 1, 0)",1.0356708501670269
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 1, 0)",1.0105746210310929
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 1, 0)",1.0100586894534356
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 1, 1)",1.0195888102242532
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 1, 1)",1.0558890780042172
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 1, 1)",1.020569560971933
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 1, 1)",1.0292113652530746
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 1, 2)",1.0355015736288051
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 1, 2)",1.0373344323852658
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 1, 2)",1.025362674556347
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 1, 2)",1.015692957253022
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 1, 3)",1.0377886212741168
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 1, 3)",1.0473551107589
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 1, 3)",1.0225194183686015
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 1, 3)",1.014757572442326
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 2, 0)",0.208709286759856
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 2, 0)",0.3315325036854165
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 2, 0)",0.3693556314782091
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 2, 0)",0.382130722825248
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 2, 1)",1.0243689004438348
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 2, 1)",1.014146033076074
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 2, 1)",1.007573630420305
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 2, 1)",1.042221972045391
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 2, 2)",0.2084204661828221
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 2, 2)",0.330622528742577
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 2, 2)",0.3799564540494245
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 2, 2)",0.3679104100605759
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 2, 3)",1.0224698398638945
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 2, 3)",1.0126406062751772
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 2, 3)",1.017474847973066
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 2, 3)",1.0164805531840244
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 3, 0)",1.018370583136001
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 3, 0)",1.036715715303377
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 3, 0)",1.0196214118839395
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 3, 0)",1.0347050462724547
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 3, 1)",1.0457694565711064
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 3, 1)",1.0440329783993043
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 3, 1)",1.022135248739872
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 3, 1)",1.0455323590970582
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 3, 2)",1.0273768978128377
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 3, 2)",1.021878278929136
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 3, 2)",1.0259157720943242
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 3, 2)",1.0120070205183944
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2, 3, 3)",1.0356790629835062
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 2, 3, 3)",1.0323318975830538
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 2, 3, 3)",1.027790318517109
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 2, 3, 3)",1.0297575555528955
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 0, 0)",1.0293526075677697
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 0, 0)",1.0180493329049598
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 0, 0)",1.0269267926051435
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 0, 0)",1.0341620682630428
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 0, 1)",1.034554886023784
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 0, 1)",1.022125769557636
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 0, 1)",1.0476522327404016
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 0, 1)",1.0376768895552804
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 0, 2)",1.026543837241069
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 0, 2)",1.0298680045679964
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 0, 2)",1.0266628417695725
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 0, 2)",1.0472153571851082
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 0, 3)",1.0236312580076945
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 0, 3)",1.0173788177486691
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 0, 3)",1.0416730101288627
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 0, 3)",1.0251149352623838
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 1, 0)",1.0053218383506088
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 1, 0)",1.028433794456905
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 1, 0)",1.0356914349210604
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 1, 0)",1.022736550797129
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 1, 1)",1.0107066516051884
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 1, 1)",1.0477364830722506
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 1, 1)",1.0141542408902615
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 1, 1)",1.0305288218932585
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 1, 2)",1.0115030514278731
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 1, 2)",1.028282415744167
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 1, 2)",1.0265813552161764
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 1, 2)",1.0269524162145265
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 1, 3)",1.0171610092132897
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 1, 3)",1.0316238684423835
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 1, 3)",1.01708239750481
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 1, 3)",1.0209326702839412
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 2, 0)",1.0295774970524136
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 2, 0)",1.0168101489223105
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 2, 0)",1.028305332148025
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 2, 0)",1.0471057986666137
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 2, 1)",1.0322075759318765
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 2, 1)",1.024310536434207
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 2, 1)",1.0389928258090269
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 2, 1)",1.0327311518227786
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 2, 2)",1.0147713980964514
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 2, 2)",1.0259209085746828
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 2, 2)",1.0255598935445944
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 2, 2)",1.0358398880162816
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 2, 3)",1.0294445181210037
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 2, 3)",1.0012474363011463
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 2, 3)",1.0438915453693938
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 2, 3)",1.023329341120561
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 3, 0)",1.0116170266162463
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 3, 0)",1.0441444665290498
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 3, 0)",1.0269029959851246
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 3, 0)",1.0158290246193078
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 3, 1)",1.0211786058814334
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 3, 1)",1.042207313460065
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 3, 1)",1.024844051312778
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 3, 1)",1.032307555359007
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 3, 2)",1.025775460347861
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 3, 2)",1.0314843701172736
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 3, 2)",1.0173037387112134
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 3, 2)",1.0307572165054526
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3, 3, 3)",1.0172255457478063
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 2, 3, 3, 3)",1.0224172317768307
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 2, 3, 3, 3)",1.0235560393407326
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 2, 3, 3, 3)",1.0332971730500224
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0, 0, 0)",1.0145351073185147
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 3, 0, 0, 0)",1.0092083323110796
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 3, 0, 0, 0)",1.023429857267903
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 3, 0, 0, 0)",1.0115028920000555
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0, 0, 1)",1.0321664541051276
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 3, 0, 0, 1)",1.0301611506930772
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 3, 0, 0, 1)",1.024471994212577
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 3, 0, 0, 1)",1.021986409605913
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0, 0, 2)",1.0302458022470753
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 3, 0, 0, 2)",1.0050807564648172
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 3, 0, 0, 2)",1.0298868907387484
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 3, 0, 0, 2)",1.0177829758888497
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0, 0, 3)",1.0331841235333818
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 3, 0, 0, 3)",1.026960893149891
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 3, 0, 0, 3)",1.0281203847766065
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 3, 0, 0, 3)",1.0282788045856084
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0, 1, 0)",1.0331004220671565
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 3, 0, 1, 0)",1.0256860932892802
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 3, 0, 1, 0)",1.0169837648356452
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 3, 0, 1, 0)",1.0127613220101326
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0, 1, 1)",1.036269173121131
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 3, 0, 1, 1)",1.0502107437100257
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 3, 0, 1, 1)",1.0284039275049823
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 3, 0, 1, 1)",1.0179154285584715
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0, 1, 2)",1.019857149824526
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 3, 0, 1, 2)",1.0307706797907814
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 3, 0, 1, 2)",1.0126826176565056
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 3, 0, 1, 2)",1.037232772261761
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0, 1, 3)",1.0294945654961631
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 3, 0, 1, 3)",1.0378228321979148
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 3, 0, 1, 3)",1.0264683392819518
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 3, 0, 1, 3)",1.014731967957313
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0, 2, 0)",1.0092060611353042
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 3, 0, 2, 0)",1.0028131298840317
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 3, 0, 2, 0)",1.0252010283362003
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 3, 0, 2, 0)",1.0208361212285753
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0, 2, 1)",1.0406447983336584
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 3, 0, 2, 1)",1.0304485726864387
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 3, 0, 2, 1)",1.0079157068116087
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 3, 0, 2, 1)",1.0289320529388344
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0, 2, 2)",1.0135124732522196
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 3, 0, 2, 2)",1.0126962718050485
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(1, 3, 0, 2, 2)",1.0247539004123272
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(1, 3, 0, 2, 2)",1.0117086758407754
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0, 2, 3)",1.0341377672460432
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(1, 3, 0, 2, 3)",1.0414683145258754
