"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_narma_30
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 3, 1, 3)",1.0382838197800937
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 0, 3, 1, 3)",1.032805322583737
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 0, 3, 1, 3)",1.012446866588914
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 0, 3, 1, 3)",1.017385378001533
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 3, 2, 0)",1.0160430209356222
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 0, 3, 2, 0)",1.0154699098528457
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 0, 3, 2, 0)",1.0142772318041249
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 0, 3, 2, 0)",1.018918158996314
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 3, 2, 1)",1.0182155496679552
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 0, 3, 2, 1)",1.0282109899614278
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 0, 3, 2, 1)",1.0363363318971062
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 0, 3, 2, 1)",1.02335230580505
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 3, 2, 2)",1.021896207408351
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 0, 3, 2, 2)",1.0055650280218582
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 0, 3, 2, 2)",1.015686021389563
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 0, 3, 2, 2)",1.0171950808804604
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 3, 2, 3)",1.0203193241319537
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 0, 3, 2, 3)",1.0280286789480666
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 0, 3, 2, 3)",1.0221625006674404
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 0, 3, 2, 3)",1.0207385861763167
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 3, 3, 0)",1.0122102756235147
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 0, 3, 3, 0)",1.0128470048439902
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 0, 3, 3, 0)",1.040376816591747
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 0, 3, 3, 0)",1.0149825036524407
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 3, 3, 1)",1.0364650269622566
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 0, 3, 3, 1)",1.0275303871494237
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 0, 3, 3, 1)",1.020318798086047
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 0, 3, 3, 1)",1.0264399231439427
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 3, 3, 2)",1.0352375170022798
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 0, 3, 3, 2)",1.028432791749484
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 0, 3, 3, 2)",1.0264151451052843
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 0, 3, 3, 2)",1.014858529160518
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 3, 3, 3)",1.0296125310160364
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 0, 3, 3, 3)",1.0119518060702035
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 0, 3, 3, 3)",1.0232067918380614
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 0, 3, 3, 3)",1.019984613811028
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 0, 0)",1.0371386274307954
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 0, 0)",1.0079134279192323
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 0, 0)",1.024950250657079
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 0, 0)",1.0255132080229497
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 0, 1)",1.031495926312152
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 0, 1)",1.0092965808715029
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 0, 1)",1.0108150434203145
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 0, 1)",1.0200265357403628
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 0, 2)",1.0273888351198257
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 0, 2)",1.01527958695185
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 0, 2)",1.0145974382821767
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 0, 2)",1.0242709562423382
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 0, 3)",1.0212701865628022
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 0, 3)",1.01469840067612
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 0, 3)",1.0130725591313676
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 0, 3)",1.0217041599873282
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 1, 0)",1.0242608134924154
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 1, 0)",1.0295654400019665
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 1, 0)",1.0342356239112145
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 1, 0)",1.0288842469879038
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 1, 1)",1.0310967286062014
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 1, 1)",1.0197396344390413
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 1, 1)",1.0251408189480549
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 1, 1)",1.025593635993399
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 1, 2)",1.02472283919498
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 1, 2)",1.0246420322598284
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 1, 2)",1.0318933110606898
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 1, 2)",1.0249232574576428
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 1, 3)",1.0214881166384344
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 1, 3)",1.0209080964177977
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 1, 3)",1.0077590964714924
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 1, 3)",1.0157181781534952
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 2, 0)",1.0261674732139372
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 2, 0)",0.998324290096885
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 2, 0)",1.0280733478503348
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 2, 0)",1.0252103682223468
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 2, 1)",1.0348450148246304
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 2, 1)",1.0285288357917504
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 2, 1)",1.0197191259685017
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 2, 1)",1.0228540518450944
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 2, 2)",1.030879708092664
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 2, 2)",1.0050625148731134
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 2, 2)",1.0148259153313277
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 2, 2)",1.027481814932539
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 2, 3)",1.032101152620868
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 2, 3)",1.0159862015855938
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 2, 3)",1.0220317393032416
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 2, 3)",1.0270071098502858
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 3, 0)",1.0377707579862252
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 3, 0)",1.0381238001218829
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 3, 0)",1.026121738929474
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 3, 0)",1.0216447076394315
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 3, 1)",1.0221729194390834
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 3, 1)",1.007603359695514
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 3, 1)",1.0229109037573472
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 3, 1)",1.0166190724734527
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 3, 2)",1.030110299205517
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 3, 2)",1.0291445432180033
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 3, 2)",1.0190765254899574
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 3, 2)",1.02394431586062
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 3, 3)",1.0153252968893751
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 0, 3, 3)",1.009105485128927
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 0, 3, 3)",1.0237194345852998
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 0, 3, 3)",1.0230689227414322
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 0, 0)",1.019292625651823
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 0, 0)",1.0317204305210244
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 0, 0)",1.0116884674791504
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 0, 0)",1.0336465979801746
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 0, 1)",1.0183762265791945
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 0, 1)",1.0170906739033985
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 0, 1)",1.018291417889293
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 0, 1)",1.0144070830383325
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 0, 2)",1.0327901672469115
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 0, 2)",1.0398866161785347
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 0, 2)",1.011514151234462
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 0, 2)",1.015876354996329
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 0, 3)",1.019397954763338
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 0, 3)",1.026173954807016
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 0, 3)",1.0296314068324812
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 0, 3)",1.01002663822101
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 1, 0)",1.02155237052809
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 1, 0)",1.0194846680721796
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 1, 0)",1.011135003329945
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 1, 0)",1.0026437121742648
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 1, 1)",1.026694880510684
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 1, 1)",1.0419983431869926
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 1, 1)",1.039906668551937
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 1, 1)",1.0455014935992453
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 1, 2)",1.030659576650146
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 1, 2)",1.0277596651897818
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 1, 2)",1.0070893397460838
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 1, 2)",1.0217759030559246
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 1, 3)",1.0336358689459686
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 1, 3)",1.0362298259623408
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 1, 3)",1.0321325326426567
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 1, 3)",1.0209127627928465
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 2, 0)",1.0209402893876087
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 2, 0)",1.0330394173209736
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 2, 0)",1.0125211593179997
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 2, 0)",1.0255940460043582
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 2, 1)",1.0249770714240585
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 2, 1)",1.0227928860256017
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 2, 1)",1.0143044601060296
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 2, 1)",1.006368271145715
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 2, 2)",1.0262415857833336
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 2, 2)",1.037876293305363
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 2, 2)",1.0119842428482242
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 2, 2)",1.0178378232095335
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 2, 3)",1.026338390343111
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 2, 3)",1.028695044466974
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 2, 3)",1.026825459199335
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 2, 3)",1.0186268043599271
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 3, 0)",1.027453416645587
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 3, 0)",1.0196705612938295
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 3, 0)",1.020619757524622
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 3, 0)",1.0102571586642726
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 3, 1)",1.0276983750890192
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 3, 1)",1.035219057116998
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 3, 1)",1.0353236793556255
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 3, 1)",1.0254483077834864
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 3, 2)",1.024124485734952
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 3, 2)",1.0230445969732962
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 3, 2)",1.0223029037986355
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 3, 2)",1.0259329463439846
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 3, 3)",1.022551720959577
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 1, 3, 3)",1.038500226267124
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 1, 3, 3)",1.03200206210863
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 1, 3, 3)",1.0347675917449095
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 0, 0)",1.0243936176194413
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 0, 0)",1.0094998314584986
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 0, 0)",1.0328896012723283
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 0, 0)",1.0139209211328513
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 0, 1)",1.038335263586677
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 0, 1)",1.020004191348797
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 0, 1)",1.01012540006756
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 0, 1)",1.0246958585014685
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 0, 2)",1.0335085198535443
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 0, 2)",0.9999411438094123
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 0, 2)",1.025713050075405
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 0, 2)",1.0207309455876448
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 0, 3)",1.0182107424411349
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 0, 3)",1.0179794301783345
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 0, 3)",1.0125155032417017
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 0, 3)",1.0171841573753675
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 1, 0)",1.0284484461816787
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 1, 0)",1.028865610843761
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 1, 0)",1.037217358905724
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 1, 0)",1.020579123464405
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 1, 1)",1.0222916530041704
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 1, 1)",1.0168687010188648
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 1, 1)",1.0267015672217756
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 1, 1)",1.0212776862491388
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 1, 2)",1.0256324792966636
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 1, 2)",1.0299363998396966
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 1, 2)",1.0372227274321235
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 1, 2)",1.0196158401550843
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 1, 3)",1.0153650605233826
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 1, 3)",1.039286608253446
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 1, 3)",1.021614295447921
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 1, 3)",1.0155659290134096
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 2, 0)",1.0239003412667778
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 2, 0)",1.018720921095243
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 2, 0)",1.0327733535543369
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 2, 0)",1.024563719460475
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 2, 1)",1.03374068483891
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 2, 1)",1.0256342215956136
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 2, 1)",1.012870551602936
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 2, 1)",1.0215445284359217
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 2, 2)",1.0303874421132808
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 2, 2)",1.0174337622365492
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 2, 2)",1.0162065272245495
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 2, 2)",1.0264278509630596
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 2, 3)",1.0347898170479954
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 2, 3)",1.0013788278573348
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 2, 3)",1.001992215715266
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 2, 3)",1.0094240055925547
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 3, 0)",1.0136177928704349
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 3, 0)",1.0259298196526911
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 3, 0)",1.026948913918703
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 3, 0)",1.0187443627679702
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 3, 1)",1.024434648610783
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 3, 1)",1.022856219307654
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 3, 1)",1.0305872504990246
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 3, 1)",1.0083337761963695
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 3, 2)",1.013593491212749
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 3, 2)",1.017107080697663
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 3, 2)",1.0278319312709097
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 3, 2)",1.0187248860383242
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 3, 3)",1.0214526096113443
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 2, 3, 3)",1.0193686640104724
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 2, 3, 3)",1.0266828808232584
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 2, 3, 3)",1.0162668261762866
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 3, 0, 0)",1.023596743146884
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 3, 0, 0)",1.0239490644723317
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 3, 0, 0)",1.008084854716602
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 3, 0, 0)",1.0290811560068058
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 3, 0, 1)",1.02984058282808
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 3, 0, 1)",1.0218432248363605
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 3, 0, 1)",1.012242000642818
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 3, 0, 1)",1.0093391531719662
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 3, 0, 2)",1.0230817508124048
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 3, 0, 2)",1.0402394492268874
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 3, 0, 2)",1.0244446326291463
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 3, 0, 2)",1.031604182725918
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 3, 0, 3)",1.0209967418258188
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 3, 0, 3)",1.0278794552949715
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 3, 0, 3)",1.023465198726972
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 3, 0, 3)",1.0197181627507088
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 3, 1, 0)",1.0156490904652078
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 3, 1, 0)",1.018383532762512
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 3, 1, 0)",1.021817271035768
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 3, 1, 0)",1.0158585830966351
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 3, 1, 1)",1.031786362574889
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(1, 1, 3, 1, 1)",1.0177510621214894
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(1, 1, 3, 1, 1)",1.0202749422863688
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(1, 1, 3, 1, 1)",1.0154654939193744
