"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_narma_10
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 1, 2, 0)",1.0593785012313348
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 1, 2, 0)",1.0533873768393631
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 1, 2, 0)",1.0527221535871976
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 1, 2, 0)",1.0338765169868736
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 1, 2, 1)",1.060178463800825
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 1, 2, 1)",1.0437668412881569
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 1, 2, 1)",1.0784806999239742
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 1, 2, 1)",1.0510605088713822
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 1, 2, 2)",1.050245772380371
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 1, 2, 2)",1.05365850296225
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 1, 2, 2)",1.050408716556556
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 1, 2, 2)",1.0425579261358635
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 1, 2, 3)",1.0643805103023485
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 1, 2, 3)",1.0402000840662755
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 1, 2, 3)",1.0724580688866083
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 1, 2, 3)",1.0721682665308108
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 1, 3, 0)",1.0577755650935945
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 1, 3, 0)",1.0535606120516106
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 1, 3, 0)",1.0681899439745213
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 1, 3, 0)",1.0395299895225112
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 1, 3, 1)",1.0680141164153474
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 1, 3, 1)",1.0492429306431428
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 1, 3, 1)",1.0296213650056638
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 1, 3, 1)",1.0443164730718968
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 1, 3, 2)",1.0325786724218609
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 1, 3, 2)",1.044024818394921
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 1, 3, 2)",1.056674466704632
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 1, 3, 2)",1.042337041521544
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 1, 3, 3)",1.057776816441377
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 1, 3, 3)",1.0736414229752436
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 1, 3, 3)",1.0295521271063075
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 1, 3, 3)",1.0442683032037634
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 0, 0)",0.7684334804289323
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 0, 0)",0.911526935377743
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 0, 0)",0.5650698973561794
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 0, 0)",1.0009337252934931
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 0, 1)",1.053506212167007
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 0, 1)",1.0411081758582414
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 0, 1)",1.0479499930158325
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 0, 1)",1.0352790640207614
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 0, 2)",0.7649888797177071
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 0, 2)",0.9124573763437296
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 0, 2)",0.5568263669047455
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 0, 2)",0.993752494648159
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 0, 3)",1.0551505524386728
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 0, 3)",1.0374293753095205
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 0, 3)",1.0443821066954035
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 0, 3)",1.0373443338084556
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 1, 0)",1.0615568540439408
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 1, 0)",1.0397645777915294
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 1, 0)",1.0765391714722097
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 1, 0)",1.043958709831111
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 1, 1)",1.0392618638035274
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 1, 1)",1.0394657794057065
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 1, 1)",1.046555562185958
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 1, 1)",1.048464591695765
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 1, 2)",1.0636145618188186
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 1, 2)",1.046264618879775
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 1, 2)",1.0737228729988282
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 1, 2)",1.0519296304112007
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 1, 3)",1.0409679142088029
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 1, 3)",1.0471425235386145
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 1, 3)",1.04925809490303
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 1, 3)",1.0397880850990626
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 2, 0)",0.7613490638525653
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 2, 0)",0.9158239319968964
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 2, 0)",0.5605436870845949
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 2, 0)",0.987427059652096
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 2, 1)",1.0654642631306483
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 2, 1)",1.0503811047927667
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 2, 1)",1.0446336473808258
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 2, 1)",1.0401478824719597
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 2, 2)",0.7680488697771498
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 2, 2)",0.9048889412069908
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 2, 2)",0.5624940804160175
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 2, 2)",0.9985392696738902
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 2, 3)",1.0553529365549197
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 2, 3)",1.0437887161378612
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 2, 3)",1.0367800926119837
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 2, 3)",1.0315155796144364
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 3, 0)",1.0492119151109225
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 3, 0)",1.04549533997258
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 3, 0)",1.0709879290210962
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 3, 0)",1.0498706225715642
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 3, 1)",1.052468444825484
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 3, 1)",1.0481607913143858
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 3, 1)",1.055506533331486
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 3, 1)",1.0538023131481464
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 3, 2)",1.0545066622292232
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 3, 2)",1.04128042190418
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 3, 2)",1.0632135914484546
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 3, 2)",1.0623749091960155
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 2, 3, 3)",1.048517448889167
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 2, 3, 3)",1.0386512713802554
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 2, 3, 3)",1.0608623186323796
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 2, 3, 3)",1.045847253243092
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 0, 0)",1.0562382777000792
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 0, 0)",1.0682789992738129
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 0, 0)",1.0564539432876865
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 0, 0)",1.0470207233580942
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 0, 1)",1.0503677664168642
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 0, 1)",1.0515033928644957
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 0, 1)",1.0853759967650305
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 0, 1)",1.051127537735954
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 0, 2)",1.0643117502374655
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 0, 2)",1.0509646751052204
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 0, 2)",1.0496056041124866
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 0, 2)",1.0480161533560524
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 0, 3)",1.0514780477005965
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 0, 3)",1.0595775058135046
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 0, 3)",1.0808395958510355
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 0, 3)",1.0552331715934196
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 1, 0)",1.0467980360547482
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 1, 0)",1.054589332108793
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 1, 0)",1.048269700850644
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 1, 0)",1.0233154953444044
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 1, 1)",1.0558552416786082
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 1, 1)",1.06131289743976
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 1, 1)",1.0148022581739882
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 1, 1)",1.0388059471872113
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 1, 2)",1.0429539224891815
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 1, 2)",1.0518330875119928
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 1, 2)",1.0597636703380355
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 1, 2)",1.0386039063312067
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 1, 3)",1.045324865897075
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 1, 3)",1.0600656340350472
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 1, 3)",1.0442984914247135
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 1, 3)",1.0472754879334387
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 2, 0)",1.0556510938042214
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 2, 0)",1.057671848555274
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 2, 0)",1.0460666496469306
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 2, 0)",1.067881794914778
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 2, 1)",1.0653972150923825
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 2, 1)",1.0564206671402665
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 2, 1)",1.0747223538751995
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 2, 1)",1.0484137942505556
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 2, 2)",1.0494968407130254
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 2, 2)",1.0707406694544477
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 2, 2)",1.0496735465025069
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 2, 2)",1.037000090689143
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 2, 3)",1.056911818676029
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 2, 3)",1.060031792958695
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 2, 3)",1.0691634817166769
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 2, 3)",1.0572897999011883
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 3, 0)",1.0433695746419749
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 3, 0)",1.064098849322275
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 3, 0)",1.0478588895012235
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 3, 0)",1.041137410911033
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 3, 1)",1.040567265387917
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 3, 1)",1.067834434928017
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 3, 1)",1.0275017968876436
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 3, 1)",1.0435999389195925
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 3, 2)",1.053453825830033
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 3, 2)",1.0557699003640997
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 3, 2)",1.049192096846968
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 3, 2)",1.0324376333938092
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 1, 3, 3, 3)",1.048975123772776
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 1, 3, 3, 3)",1.069197702746256
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 1, 3, 3, 3)",1.0186544405794118
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 1, 3, 3, 3)",1.0548424569874169
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 0, 0)",1.0258887034192736
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 0, 0)",1.0260839937052988
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 0, 0)",1.0259212037763186
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 0, 0)",1.0257993600728113
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 0, 1)",0.7593292290653554
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 0, 1)",0.9059495188405046
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 0, 1)",0.545439158569598
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 0, 1)",0.9959666358893656
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 0, 2)",1.0258887034192736
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 0, 2)",1.0260839937052988
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 0, 2)",1.0259212037763186
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 0, 2)",1.0257993600728113
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 0, 3)",0.7405164813791825
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 0, 3)",0.8960488102212835
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 0, 3)",0.5498052901652606
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 0, 3)",0.9873437425980756
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 1, 0)",0.7421180219467947
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 1, 0)",0.8828122417456253
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 1, 0)",0.5338707395085179
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 1, 0)",0.9891734079186186
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 1, 1)",1.06880652460158
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 1, 1)",1.070812974126324
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 1, 1)",1.0494442221998288
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 1, 1)",1.0465867375667277
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 1, 2)",0.7382062998968757
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 1, 2)",0.8825095168566642
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 1, 2)",0.5382825506550106
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 1, 2)",0.9912311105456502
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 1, 3)",1.0559621323175143
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 1, 3)",1.0589634747738386
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 1, 3)",1.0434099682623867
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 1, 3)",1.0475515540682134
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 2, 0)",1.0258887034192736
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 2, 0)",1.0260839937052988
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 2, 0)",1.0259212037763186
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 2, 0)",1.0257993600728113
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 2, 1)",0.7487350670687323
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 2, 1)",0.8834200462928075
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 2, 1)",0.5406518334836183
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 2, 1)",0.9854209409989402
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 2, 2)",1.0258887034192736
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 2, 2)",1.0260839937052988
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 2, 2)",1.0259212037763186
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 2, 2)",1.0257993600728113
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 2, 3)",0.7470012660247086
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 2, 3)",0.8863392012451858
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 2, 3)",0.5336304110669834
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 2, 3)",0.9825306805937764
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 3, 0)",0.7417714182373373
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 3, 0)",0.8753467213063917
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 3, 0)",0.533743148318177
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 3, 0)",0.9747203266581872
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 3, 1)",1.0615314157439406
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 3, 1)",1.0671635918775355
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 3, 1)",1.0496675521719336
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 3, 1)",1.0349331561922437
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 3, 2)",0.7457596990276129
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 3, 2)",0.8705888665110616
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 3, 2)",0.5321845427868723
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 3, 2)",0.9735184030738052
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 0, 3, 3)",1.0651899433369407
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 0, 3, 3)",1.0617411841514532
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 0, 3, 3)",1.054385483121411
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 0, 3, 3)",1.0618601187134864
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 1, 0, 0)",1.025432641070613
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 1, 0, 0)",1.020489553089756
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 1, 0, 0)",1.0245995938538206
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 1, 0, 0)",1.0250727585976098
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 1, 0, 1)",1.0363449081965517
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 1, 0, 1)",1.0334985145365376
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 1, 0, 1)",1.0645578249929937
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 1, 0, 1)",1.0457751593556956
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 1, 0, 2)",1.025432641070613
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 1, 0, 2)",1.020489553089756
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 1, 0, 2)",1.0245995938538206
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 1, 0, 2)",1.0250727585976098
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 1, 0, 3)",1.057004570898852
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 1, 0, 3)",1.0469716830052038
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 1, 0, 3)",1.0684421010067682
"(16, 32)",4,4,5,gray,gray,subtractive,random,42,"(2, 2, 1, 0, 3)",1.043789815818554
"(16, 32)",4,4,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 1, 1, 0)",1.050536383334412
"(16, 32)",4,4,5,complement,complement,subtractive,random,42,"(2, 2, 1, 1, 0)",1.0560273446425428
"(16, 32)",4,4,5,sign_value,sign_value,subtractive,random,42,"(2, 2, 1, 1, 0)",1.0482430348196254
