"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_ppst
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 1, 0)",1.0077723913233627
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 1, 0)",1.0063296753802713
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 1, 0)",0.9653295634721842
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 1, 0)",0.9711788207173876
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 1, 1)",0.3307274160454272
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 1, 1)",0.6163716432005332
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 1, 1)",0.5104334154186475
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 1, 1)",0.3089260593353624
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 1, 1)",0.9590604538860876
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 1, 1)",0.3320337279983623
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 1, 2)",0.9436990871082198
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 1, 2)",0.8872168966129066
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 1, 2)",1.030089713831086
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 1, 2)",0.986193238973391
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 1, 2)",0.8435499165409139
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 1, 2)",1.0149473235483848
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 1, 3)",0.3300920785403853
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 1, 3)",0.6190798297694924
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 1, 3)",0.504297007710363
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 1, 3)",0.3083002397483697
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 1, 3)",0.9407907295870572
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 1, 3)",0.3279640867547579
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 2, 0)",0.0689500187684203
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 2, 0)",0.21287305281162
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 2, 0)",0.0886214032245696
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 2, 0)",0.1284404577925036
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 2, 0)",0.0693438798281904
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 2, 0)",0.0619630456831711
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 2, 1)",0.2920855907228931
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 2, 1)",0.2134621557071956
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 2, 1)",0.3323843581224844
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 2, 1)",0.2907690008422791
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 2, 1)",0.2999033717024525
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 2, 1)",0.7975540782891385
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 2, 2)",0.0697235307956344
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 2, 2)",0.1601752158843158
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 2, 2)",0.1950328131230968
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 2, 2)",0.0980920800243161
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 2, 2)",0.0792261919996024
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 2, 2)",0.0719309438915023
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 2, 3)",0.288860498527395
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 2, 3)",0.2127933694996277
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 2, 3)",0.3378708590876287
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 2, 3)",0.2918816896658694
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 2, 3)",0.2998164546158363
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 2, 3)",0.7967250549437963
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 3, 0)",0.9975833546318894
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 3, 0)",0.9336356896856672
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 3, 0)",0.9800842804177736
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 3, 0)",0.9843914062489234
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 3, 0)",1.0290552927410217
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 3, 0)",0.9768539243894184
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 3, 1)",0.3342757987551218
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 3, 1)",0.6140270456522446
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 3, 1)",0.5085212081657106
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 3, 1)",0.3056982346083939
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 3, 1)",0.9496951259981816
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 3, 1)",0.3289608998331924
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 3, 2)",0.9737986404860028
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 3, 2)",0.9323897597259312
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 3, 2)",1.040993744474242
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 3, 2)",1.023010716409782
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 3, 2)",1.0213817213189316
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 3, 2)",0.9822314566474332
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 3, 3)",0.330784331816664
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 3, 3)",0.6145710614708871
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 3, 3)",0.5093747465481382
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 3, 3)",0.3097625625962777
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 3, 3)",0.9435980319649204
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 3, 3)",0.32816463737548
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 0, 0)",0.8064710259129475
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 0, 0)",0.7672739633735775
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 0, 0)",1.0041467496162513
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 0, 0)",1.0124091079978723
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 0, 0)",0.8064710259129475
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 0, 0)",0.8064710259129475
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 0, 1)",0.0674174478648908
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 0, 1)",0.2067434280664696
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 0, 1)",0.0820857877099337
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 0, 1)",0.117718324389598
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 0, 1)",0.0747525963642746
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 0, 1)",0.0638067901366435
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 0, 2)",0.8064707928411967
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 0, 2)",0.7672739481949555
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 0, 2)",1.004147431278681
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 0, 2)",1.0124091040113246
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 0, 2)",0.8064707928411967
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 0, 2)",0.8064707928411967
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 0, 3)",0.0722746733077778
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 0, 3)",0.2112521727960717
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 0, 3)",0.2032338935853395
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 0, 3)",0.0846908854161531
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 0, 3)",0.0763809912970482
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 0, 3)",0.0708413284194529
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 1, 0)",0.1484143212622174
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 1, 0)",0.0786609864801806
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 1, 0)",0.2332827149743337
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 1, 0)",0.2332428147306636
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 1, 0)",0.1484143212622174
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 1, 0)",0.1484143212622174
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 1, 1)",0.9776268214746576
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 1, 1)",0.9579851180413907
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 1, 1)",0.9699656936833954
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 1, 1)",0.9323079402173912
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 1, 1)",0.9900321917087196
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 1, 1)",0.8694352802294689
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 1, 2)",0.1484142963641187
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 1, 2)",0.0786611226290326
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 1, 2)",0.2332828238911814
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 1, 2)",0.2332430560350691
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 1, 2)",0.1484142963641187
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 1, 2)",0.1484143013645818
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 1, 3)",0.9387562329529122
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 1, 3)",0.954796353801006
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 1, 3)",0.9643134132358134
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 1, 3)",0.942680166806346
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 1, 3)",0.9617563167688626
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 1, 3)",0.8491288618918167
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 2, 0)",0.8064707928411967
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 2, 0)",0.7672739481949555
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 2, 0)",1.004147431278681
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 2, 0)",1.012409104079118
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 2, 0)",0.8064707928411967
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 2, 0)",0.8064707928411967
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 2, 1)",0.0657715072628796
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 2, 1)",0.1887402991137536
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 2, 1)",0.1822866985236371
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 2, 1)",0.0907967140626171
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 2, 1)",0.0726834060849921
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 2, 1)",0.0711841794999384
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 2, 2)",0.8064707176572152
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 2, 2)",0.767273923560943
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 2, 2)",1.004147668540538
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 2, 2)",1.0124091027502686
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 2, 2)",0.8064707176572152
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 2, 2)",0.8064707176572152
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 2, 3)",0.0718864501087436
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 2, 3)",0.2003641496738585
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 2, 3)",0.0933591808262597
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 2, 3)",0.0938202468852994
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 2, 3)",0.0695874389383791
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 2, 3)",0.0641714191557043
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 3, 0)",0.1484053678384889
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 3, 0)",0.0787857438180083
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 3, 0)",0.1060870148662154
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 3, 0)",0.1484050472023713
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 3, 0)",0.1484053678384889
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 3, 0)",0.1484053678384889
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 3, 1)",0.9886591517443698
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 3, 1)",0.9812378150809364
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 3, 1)",0.9990118652608394
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 3, 1)",0.9761623231022872
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 3, 1)",1.013571537144199
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 3, 1)",1.0109038509706398
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 3, 2)",0.1484053530880668
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 3, 2)",0.0787857163992473
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 3, 2)",0.1060870040496863
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 3, 2)",0.1484050978134376
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 3, 2)",0.1484053530880668
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 3, 2)",0.1484053530880668
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(2, 3, 3)",1.0028402269427232
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(2, 3, 3)",0.9749477491031702
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(2, 3, 3)",0.9589384109413956
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(2, 3, 3)",0.9986053145625876
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(2, 3, 3)",1.0167716942580287
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(2, 3, 3)",0.9997804971441931
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 0, 0)",0.0831016721103386
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(3, 0, 0)",0.235911269502813
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(3, 0, 0)",0.0945086884180599
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(3, 0, 0)",0.1680719707538302
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(3, 0, 0)",0.0871713288036389
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(3, 0, 0)",0.0808629527145068
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 0, 1)",0.2893730719899317
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(3, 0, 1)",0.2197237015160529
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(3, 0, 1)",0.3220277354727944
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(3, 0, 1)",0.2687517895705347
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(3, 0, 1)",0.2994627595017861
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(3, 0, 1)",0.7874788675550417
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 0, 2)",0.0780607375490289
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(3, 0, 2)",0.1889373495483918
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(3, 0, 2)",0.184757306599928
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(3, 0, 2)",0.0897696745327437
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(3, 0, 2)",0.0782088819748254
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(3, 0, 2)",0.0715126582202036
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 0, 3)",0.2858142981386726
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(3, 0, 3)",0.2114138699764297
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(3, 0, 3)",0.3287496829881716
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(3, 0, 3)",0.2806991727834542
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(3, 0, 3)",0.300893711181673
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(3, 0, 3)",0.7605481741386526
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 0)",0.9901274887192572
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(3, 1, 0)",0.9269069849371292
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(3, 1, 0)",1.032980081081673
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(3, 1, 0)",1.0066395341737415
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(3, 1, 0)",0.9944405699351868
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(3, 1, 0)",0.9895473400411484
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 1)",0.3290035029715453
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(3, 1, 1)",0.6157031064907132
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(3, 1, 1)",0.5107178976550804
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(3, 1, 1)",0.3063212548614176
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(3, 1, 1)",0.9473990218701236
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(3, 1, 1)",0.3328173138743357
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 2)",0.949643562456497
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(3, 1, 2)",0.9060941188272592
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(3, 1, 2)",1.0537907075477526
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(3, 1, 2)",1.009993223465498
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(3, 1, 2)",0.8254365846664181
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(3, 1, 2)",0.9819047809674472
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 1, 3)",0.333414259631752
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(3, 1, 3)",0.6159679189322783
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(3, 1, 3)",0.5166232620975472
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(3, 1, 3)",0.3096755277693163
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(3, 1, 3)",0.9347737235079228
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(3, 1, 3)",0.3325699659429381
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 0)",0.0720357601577784
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(3, 2, 0)",0.1899499511022199
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(3, 2, 0)",0.206285554312352
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(3, 2, 0)",0.0793132359720419
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(3, 2, 0)",0.0738591119556567
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(3, 2, 0)",0.0698683512407179
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 1)",0.2881426604361852
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(3, 2, 1)",0.2119971162361317
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(3, 2, 1)",0.3370416649866944
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(3, 2, 1)",0.2885212966751567
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(3, 2, 1)",0.3005470996867945
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(3, 2, 1)",0.782257834026388
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(3, 2, 2)",0.0725427479501376
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(3, 2, 2)",0.1818538546064877
