"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_ppst_10
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 1, 1, 0)",1.044128840263514
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 1, 1, 1)",1.0382766278779691
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 1, 1, 2)",1.0311833775223576
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 1, 2, 0)",1.041604914869079
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 1, 2, 1)",1.0290799056800912
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 1, 2, 2)",1.0267311149447245
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 2, 0, 0)",1.0255892237560928
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 2, 0, 1)",1.0326288116568898
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 2, 0, 2)",1.0595416789810062
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 2, 1, 0)",1.0415175454872785
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 2, 1, 1)",1.0415604744497402
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 2, 1, 2)",1.0393894000089134
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 2, 2, 0)",1.0214510466591071
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 2, 2, 1)",1.0633446051311493
"(16, 32)",4,3,5,scale_offset,scale_offset,subtractive,random,42,"(2, 2, 2, 2, 2)",1.042318759980836
"(16, 32)",4,3,1,scale_offset,scale_offset,additive,random,42,"(0,)",1.012508950463041
"(16, 32)",4,3,1,scale_offset,scale_offset,additive,random,42,"(1,)",1.0134027670067494
"(16, 32)",4,3,1,scale_offset,scale_offset,additive,random,42,"(2,)",1.0146842550213009
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(0, 0, 1)",0.9868792563997932
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(0, 0, 2)",0.9703866232325388
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(0, 1, 1)",1.0340219644676474
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(0, 1, 2)",1.03914608637476
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(0, 2, 1)",1.0239582749671143
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(0, 2, 2)",1.0246674343304636
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(1, 0, 0)",0.991817317784888
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(1, 0, 1)",1.0261524120359842
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(1, 0, 2)",1.041193324320525
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(1, 1, 0)",1.0386115264910118
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(1, 1, 1)",1.040263742661321
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(1, 1, 2)",1.0425427741744897
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(1, 2, 0)",1.04315608266201
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(1, 2, 1)",1.035781234828726
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(1, 2, 2)",1.0376814982497335
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(2, 0, 0)",0.9783693610234698
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(2, 0, 1)",1.0407936527838122
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(2, 0, 2)",1.0418363703355331
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(2, 1, 0)",1.0371939238370105
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(2, 1, 1)",1.024364098112032
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(2, 1, 2)",1.0240179811826002
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(2, 2, 0)",1.035690595210792
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(2, 2, 1)",1.0498093170121945
"(16, 32)",4,3,3,scale_offset,scale_offset,additive,random,42,"(2, 2, 2)",1.0439549726446593
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 0, 0, 1)",1.0510217822103047
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 0, 0, 2)",1.0091972372185145
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 0, 1, 1)",1.0388610300379455
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 0, 1, 2)",1.0432866191649124
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 0, 2, 1)",1.0324087041196124
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 0, 2, 2)",1.0285542080181902
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 1, 0, 1)",1.051005903931114
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 1, 0, 2)",1.0232835870984596
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 1, 1, 1)",1.052922512260238
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 1, 1, 2)",1.0188913573447824
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 1, 2, 1)",1.027029323061234
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 1, 2, 2)",1.0306821027365078
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 2, 0, 1)",1.0407819992867364
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 2, 0, 2)",1.053043283414815
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 2, 1, 1)",1.0337423866869808
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 2, 1, 2)",1.0333190254948412
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 2, 2, 1)",1.0308688073796717
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 0, 2, 2, 2)",1.034568115425739
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 0, 0, 1)",1.0481196137778157
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 0, 0, 2)",1.0244164833589962
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 0, 1, 1)",1.0218234000152755
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 0, 1, 2)",1.045005975233995
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 0, 2, 1)",1.0417470422386883
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 0, 2, 2)",1.023333663497652
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 1, 0, 1)",1.0331842311078787
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 1, 0, 2)",1.0445469172545403
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 1, 1, 1)",1.028538096995636
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 1, 1, 2)",1.0163962368881465
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 1, 2, 1)",1.0329063677887171
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 1, 2, 2)",1.052966497850866
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 2, 0, 1)",1.0525871029356435
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 2, 0, 2)",1.0282896407510982
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 2, 1, 1)",1.0472655636378214
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 2, 1, 2)",1.0149138066729246
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 2, 2, 1)",1.042693545423578
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 1, 2, 2, 2)",1.043973984965897
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 0, 0, 1)",1.0397414881894296
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 0, 0, 2)",1.0493946515966046
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 0, 1, 1)",1.034655872659638
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 0, 1, 2)",1.0285232282916166
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 0, 2, 1)",1.033528654008438
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 0, 2, 2)",1.023871283918779
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 1, 0, 1)",1.0337427607501657
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 1, 0, 2)",1.0452601695449806
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 1, 1, 1)",1.0337997996259185
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 1, 1, 2)",1.0519393265290735
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 1, 2, 1)",1.0261366660994038
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 1, 2, 2)",1.0444381654602162
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 2, 0, 1)",1.0410210691716826
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 2, 0, 2)",1.0316717640654345
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 2, 1, 1)",1.0480976917120286
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 2, 1, 2)",1.0502150379131774
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 2, 2, 1)",1.0303173801673384
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(0, 2, 2, 2, 2)",1.0400502485534653
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 0, 0, 0)",1.042823990903759
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 0, 0, 1)",1.0423743313274365
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 0, 0, 2)",1.0303600549179996
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 0, 1, 0)",1.031684096887519
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 0, 1, 1)",1.0397443081797524
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 0, 1, 2)",1.0474583318402255
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 0, 2, 0)",1.0266111150539898
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 0, 2, 1)",1.0387109456889516
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 0, 2, 2)",1.0316069121008742
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 1, 0, 0)",1.03332812496546
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 1, 0, 1)",1.0448347129025335
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 1, 0, 2)",1.0254274612061618
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 1, 1, 0)",1.0254551420914526
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 1, 1, 1)",1.0408534493485562
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 1, 1, 2)",1.048261382205414
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 1, 2, 0)",1.03373182556597
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 1, 2, 1)",1.0402649890304845
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 1, 2, 2)",1.0402200894758813
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 2, 0, 0)",1.0402676203126604
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 2, 0, 1)",1.0475498368008298
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 2, 0, 2)",1.034152857435434
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 2, 1, 0)",1.0341040068222689
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 2, 1, 1)",1.0504821382495089
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 2, 1, 2)",1.031953475747508
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 2, 2, 0)",1.0334368733417572
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 2, 2, 1)",1.0284978402570903
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 0, 2, 2, 2)",1.0361634691460813
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 0, 0)",1.0322293234634403
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 0, 1)",1.0567910204201072
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 0, 2)",1.016887133414193
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 1, 0)",1.040590539346213
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 1, 1)",1.0502730517012258
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 1, 2)",1.041812673828811
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 2, 0)",1.0349213774251784
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 2, 1)",1.031380408553339
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 0, 2, 2)",1.038339424532237
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 0, 0)",1.0380605388277535
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 0, 1)",1.038416815100863
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 0, 2)",1.0393980675788486
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 1, 0)",1.0336360350024782
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 1, 1)",1.0424319742030723
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 1, 2)",1.0373594153755257
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 2, 0)",1.0353632306316716
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 2, 1)",1.037341268423432
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 1, 2, 2)",1.0350538904265747
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 0, 0)",1.041830475591902
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 0, 1)",1.0346036363626037
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 0, 2)",1.0271025758364145
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 1, 0)",1.0446464509673798
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 1, 1)",1.0301288223569138
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 1, 2)",1.0355557019050174
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 2, 0)",1.04254559869312
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 2, 1)",1.0400865151687833
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 1, 2, 2, 2)",1.027750608280951
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 0, 0, 0)",1.0351281925492035
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 0, 0, 1)",1.0349251616340365
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 0, 0, 2)",1.056509548195678
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 0, 1, 0)",1.0451012035314664
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 0, 1, 1)",1.0335010420988966
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 0, 1, 2)",1.038255454522509
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 0, 2, 0)",1.0352219826850155
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 0, 2, 1)",1.0349333310862705
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 0, 2, 2)",1.045993923150499
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 1, 0, 0)",1.0501836853565854
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 1, 0, 1)",1.0272387177527236
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 1, 0, 2)",1.0192993049365833
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 1, 1, 0)",1.0263509907438402
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 1, 1, 1)",1.045403017144548
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 1, 1, 2)",1.0275290219909117
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 1, 2, 0)",1.0441161083409107
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 1, 2, 1)",1.026573783358147
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 1, 2, 2)",1.0356614620898854
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 2, 0, 0)",1.0341901618502325
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 2, 0, 1)",1.045686566589859
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 2, 0, 2)",1.0467881659817946
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 2, 1, 0)",1.0374518159363595
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 2, 1, 1)",1.0277020700121593
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 2, 1, 2)",1.0329737357932014
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 2, 2, 0)",1.0338604239408649
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 2, 2, 1)",1.0295158428796722
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(1, 2, 2, 2, 2)",1.0336344883935331
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 0, 0, 0)",1.0348185771764782
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 0, 0, 1)",1.0277183617255845
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 0, 0, 2)",1.040158473088827
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 0, 1, 0)",1.0340691712830885
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 0, 1, 1)",1.0255118588630208
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 0, 1, 2)",1.03067240092438
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 0, 2, 0)",1.0365457163880587
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 0, 2, 1)",1.0462713314629983
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 0, 2, 2)",1.0450173527136786
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 1, 0, 0)",1.0429838656581505
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 1, 0, 1)",1.037955422218212
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 1, 0, 2)",1.0521629753792463
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 1, 1, 0)",1.0346854153896412
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 1, 1, 1)",1.041402702872759
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 1, 1, 2)",1.0350796060048746
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 1, 2, 0)",1.0333015980853113
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 1, 2, 1)",1.0489006393209708
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 1, 2, 2)",1.0482006330137044
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 2, 0, 0)",1.036969089428688
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 2, 0, 1)",1.0336770285613466
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 2, 0, 2)",1.0341984390877637
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 2, 1, 0)",1.0452915516146006
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 2, 1, 1)",1.0350340762763923
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 2, 1, 2)",1.0316598249228106
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 2, 2, 0)",1.0302163348346327
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 2, 2, 1)",1.039327993536909
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 0, 2, 2, 2)",1.0606033959592331
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 0, 0, 0)",1.0285565233228693
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 0, 0, 1)",1.0482177475400594
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 0, 0, 2)",1.0358597026893075
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 0, 1, 0)",1.0283641687361935
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 0, 1, 1)",1.036791696002619
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 0, 1, 2)",1.0308164683459833
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 0, 2, 0)",1.038906410436588
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 0, 2, 1)",1.0339453524544011
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 0, 2, 2)",1.0275411456245145
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 1, 0, 0)",1.0294235797069946
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 1, 0, 1)",1.0337196565091238
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 1, 0, 2)",1.0505754021667446
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 1, 1, 0)",1.026828873240117
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 1, 1, 1)",1.037208618097737
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 1, 1, 2)",1.0320345142228111
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 1, 2, 0)",1.041488405083199
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 1, 2, 1)",1.031361712948709
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 1, 2, 2)",1.0355270803635617
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 2, 0, 0)",1.056117651029121
"(16, 32)",4,3,5,scale_offset,scale_offset,additive,random,42,"(2, 1, 2, 0, 1)",1.0298529758031594
